ProductName;Manufacturer;BrandName;ClassName;StyleName;ColorName;Size;SalesQuantity
Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Negro;Proseware, Inc.;Proseware;Normal;Product0306029;Negro;21 x 21.2 x 12.5  ;912
Proseware Impresora fotográfica de inyección de tinta M100 Gris;Proseware, Inc.;Proseware;Normal;Product0306030;Gris;16.7 x 18.5 x 9.3   ;927
Proseware Inyección de tinta todo en uno M300 Gris;Proseware, Inc.;Proseware;Normal;Product0306031;Gris;20.5 x 15.6 x 9.6;1059
Proseware Impresora láser de inyección E100 Gris;Proseware, Inc.;Proseware;Economía;Product0306032;Gris;15x 15.4 x 7.1;960
Proseware Impresora láser de inyección a color X300 Gris;Proseware, Inc.;Proseware;Normal;Product0306033;Gris;17.9 x 15.9 x 8 ;349
Proseware Láser de inyección todo en uno X300 Gris;Proseware, Inc.;Proseware;Normal;Product0306034;Gris;17.5 x 11.7 x 6;848
Proseware Teléfono de fax E100 Gris;Proseware, Inc.;Proseware;Economía;Product0306035;Gris;20 x 12 x 15.8;588
Proseware Equipo de fax E100 Gris;Proseware, Inc.;Proseware;Economía;Product0306036;Gris;21 x 13.2 x 22.2;1026
Proseware Impresora de fax de láser E100 Gris;Proseware, Inc.;Proseware;Economía;Product0306037;Gris;20 x 9.6 x 11;902
Proseware Equipo de fax de inyección de tinta  E100 Gris;Proseware, Inc.;Proseware;Economía;Product0306038;Gris;8.5 x 8.2 x 17.5;906
Proseware Escáner móvil de documentos y recibos M200 Gris;Proseware, Inc.;Proseware;Normal;Product0306039;Gris;14.7 x 22.1 x 20.7;1226
Proseware Escáner plano digital de inyección M300 Gris;Proseware, Inc.;Proseware;Normal;Product0306040;Gris;14 x 6.7 x 17.7;1018
Proseware Impresora de fotos multifuncional M200 Gris;Proseware, Inc.;Proseware;Normal;Product0306041;Gris;18.3 x 6 x 8.1 ;813
Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Gris;Proseware, Inc.;Proseware;Normal;Product0306042;Gris;11.5 x 13 x 13  ;931
Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Gris;Proseware, Inc.;Proseware;Normal;Product0306043;Gris;17 x 15.9 x 8.53 ;965
Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Gris;Proseware, Inc.;Proseware;Normal;Product0306044;Gris;14 x 7 x 17.7;308
Proseware Escáner dúplex M200 Gris;Proseware, Inc.;Proseware;Normal;Product0306045;Gris;17 x 11 x 6.5;555
Proseware Láser alta velocidad M2000 Gris;Proseware, Inc.;Proseware;Normal;Product0306046;Gris;20.2 x 9.6 x 10.7  ;887
Proseware Impresora de fax de láser M250 Gris;Proseware, Inc.;Proseware;Normal;Product0306047;Gris;26.4  x 3.7  x 18 ;211
Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Gris;Proseware, Inc.;Proseware;Normal;Product0306048;Gris;39.8  x 13.7  x 5.5;1305
Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Gris;Proseware, Inc.;Proseware;Deluxe;Product0306049;Gris;42.2  x 15.8  x 6;889
Proseware Sistema de fax de diseño ligero con contestador X180 Gris;Proseware, Inc.;Proseware;Deluxe;Product0306050;Gris;18.7  x 2.6  x 13.1;1069
Proseware Fax de láser de alto rendimiento clase Business X200 Gris;Proseware, Inc.;Proseware;Deluxe;Product0306051;Gris;12 x 4 x 10 ;950
Proseware Fax y copiadora de papel normal de calidad professional X100 Gris;Proseware, Inc.;Proseware;Deluxe;Product0306052;Gris;15.1 x 3.5 x 21.9;793
Proseware Impresora fotográfica de inyección de tinta E290 Gris;Proseware, Inc.;Proseware;Economía;Product0306053;Gris;16.1 x 11.5 x 1.8 ;1080
Proseware Impresora Office Jet All-in-One M500 Gris;Proseware, Inc.;Proseware;Normal;Product0306054;Gris;15.8 x 11.6 x 12.6  ;1191
Proseware Impresora inalámbrica de inyección de tinta Office Jet All-in-One M600 Gris;Proseware, Inc.;Proseware;Normal;Product0306055;Gris;18 x 25.8 x 6.2;974
Proseware Impresora fotográfica inteligente todo en uno M380 Gris;Proseware, Inc.;Proseware;Normal;Product0306056;Gris;6.2 x 11.2 x 6.2;939
Proseware Impresora todo en uno de fotos inalámbrica M390 Gris;Proseware, Inc.;Proseware;Normal;Product0306057;Gris; 11 x 16 x 2;957
Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Gris;Proseware, Inc.;Proseware;Normal;Product0306058;Gris;14 x 8 x 6;1235
Proseware Impresora fotográfica de inyección de tinta M100 Blanco;Proseware, Inc.;Proseware;Normal;Product0306059;Blanco;14.8 x 6 x 7.2;1109
Proseware Inyección de tinta todo en uno M300 Blanco;Proseware, Inc.;Proseware;Normal;Product0306060;Blanco;22.8 x 18.7 x 9.8 ;904
Proseware Impresora láser de inyección E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0306061;Blanco;13 x 9 x 9;813
Proseware Impresora láser de inyección a color X300 Blanco;Proseware, Inc.;Proseware;Normal;Product0306062;Blanco; 6.4 x 11.4 x 17.2;529
Proseware Láser de inyección todo en uno X300 Blanco;Proseware, Inc.;Proseware;Normal;Product0306063;Blanco;10.2 x 18.7 x 3.3;962
Proseware Teléfono de fax E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0306064;Blanco;11.3 x 16.1 x 1.7 ;450
Proseware Equipo de fax E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0306065;Blanco;20 x 16.1 x 5.6;910
Proseware Impresora de fax de láser E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0306066;Blanco;11 x 15 x 2 inches;830
Proseware Equipo de fax de inyección de tinta  E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0306067;Blanco;18 x 12 x 12;1020
Proseware Escáner móvil de documentos y recibos M200 Blanco;Proseware, Inc.;Proseware;Normal;Product0306068;Blanco;14.4 x 9.9 x 1.6 ;822
Proseware Escáner plano digital de inyección M300 Blanco;Proseware, Inc.;Proseware;Normal;Product0306069;Blanco;9.2 x 4.5 x 8;942
Proseware Impresora de fotos multifuncional M200 Blanco;Proseware, Inc.;Proseware;Normal;Product0306070;Blanco;10 x 10 x 15;1088
Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Blanco;Proseware, Inc.;Proseware;Normal;Product0306071;Blanco;13.4 x 11.9 x 10.5;1028
Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Blanco;Proseware, Inc.;Proseware;Normal;Product0306072;Blanco;9.8 x 12.8 x 14.3;981
Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Blanco;Proseware, Inc.;Proseware;Normal;Product0306073;Blanco;9.7 x 19.6 x 10.7;260
Proseware Escáner dúplex M200 Blanco;Proseware, Inc.;Proseware;Normal;Product0306074;Blanco;19.4 x 17.8 x 16.9;535
Proseware Láser alta velocidad M2000 Blanco;Proseware, Inc.;Proseware;Normal;Product0306075;Blanco;12 x 17 x 17;915
Proseware Impresora de fax de láser M250 Blanco;Proseware, Inc.;Proseware;Normal;Product0306076;Blanco; 9.7 x 13 x 5.1;216
Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Blanco;Proseware, Inc.;Proseware;Normal;Product0306077;Blanco;12 x 12 x 10;1152
Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Blanco;Proseware, Inc.;Proseware;Deluxe;Product0306078;Blanco;13.4 x 14.4 x 10.6;958
Proseware Sistema de fax de diseño ligero con contestador X180 Blanco;Proseware, Inc.;Proseware;Deluxe;Product0306079;Blanco;15.7 x 10.6 x 6.9;884
Proseware Fax de láser de alto rendimiento clase Business X200 Blanco;Proseware, Inc.;Proseware;Deluxe;Product0306080;Blanco;14.6 x 17.2 x 9.7 ;932
Proseware Fax y copiadora de papel normal de calidad professional X100 Blanco;Proseware, Inc.;Proseware;Deluxe;Product0306081;Blanco; 6.1 x 14.9 x 11;803
Proseware Impresora fotográfica de inyección de tinta E290 Blanco;Proseware, Inc.;Proseware;Economía;Product0306082;Blanco;14.7 x 14.7 x 10.3;849
Proseware Impresora Office Jet All-in-One M500 Blanco;Proseware, Inc.;Proseware;Normal;Product0306083;Blanco;21 x 23 x 14;836
Proseware Impresora inalámbrica de inyección de tinta Office Jet All-in-One M600 Blanco;Proseware, Inc.;Proseware;Normal;Product0306084;Blanco;22.9 x 17.5 x 15.9 ;1008
Proseware Impresora fotográfica inteligente todo en uno M380 Blanco;Proseware, Inc.;Proseware;Normal;Product0306085;Blanco;15 x 11 x 7;1004
Proseware Impresora todo en uno de fotos inalámbrica M390 Blanco;Proseware, Inc.;Proseware;Normal;Product0306086;Blanco;16.5 x 12.2 x 9;844
Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Blanco;Proseware, Inc.;Proseware;Normal;Product0306087;Blanco;16 x 17 x 9;1346
Proseware Escáner plano digital de inyección M300 Verde;Proseware, Inc.;Proseware;Normal;Product0306088;Verde;12 x 16 x 8;923
Proseware Impresora de fotos multifuncional M200 Verde;Proseware, Inc.;Proseware;Normal;Product0306089;Verde;16 x 19 x 13;1051
Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Verde;Proseware, Inc.;Proseware;Normal;Product0306090;Verde;18.1 x 17.9 x 11.2;1113
Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Verde;Proseware, Inc.;Proseware;Normal;Product0306091;Verde;20 x 18 x 14.2;407
Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Verde;Proseware, Inc.;Proseware;Normal;Product0306092;Verde;15.2 x 15.7 x 8.7;1099
Proseware Escáner dúplex M200 Verde;Proseware, Inc.;Proseware;Normal;Product0306093;Verde;11 x 15 x 6;269
Proseware Láser alta velocidad M2000 Verde;Proseware, Inc.;Proseware;Normal;Product0306094;Verde;14 x 14.7 x 10.3;271
Proseware Impresora de fax de láser M250 Verde;Proseware, Inc.;Proseware;Normal;Product0306095;Verde;10.6 x 15.7 x 6.8;1033
Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Verde;Proseware, Inc.;Proseware;Normal;Product0306096;Verde;17  x 6.5  x 13.8 ;1175
Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Verde;Proseware, Inc.;Proseware;Deluxe;Product0306097;Verde;15.5  x 5  x 13.5 ;130
Proseware Sistema de fax de diseño ligero con contestador X180 Verde;Proseware, Inc.;Proseware;Deluxe;Product0306098;Verde;17.2  x 4.5  x 14.5  ;986
Proseware Fax de láser de alto rendimiento clase Business X200 Verde;Proseware, Inc.;Proseware;Deluxe;Product0306099;Verde;17  x 6.5  x 13.8 ;161
Proseware Fax y copiadora de papel normal de calidad professional X100 Verde;Proseware, Inc.;Proseware;Deluxe;Product0306100;Verde;18.5  x 4.5  x 16.3  ;87
Proseware Impresora fotográfica de inyección de tinta E290 Verde;Proseware, Inc.;Proseware;Economía;Product0306101;Verde;15 x 15.7 x 8.7;1119
Contoso Batería recargable E100 Negro;Contoso, Ltd;Contoso;Economía;Product0308001;Negro;6.4 x 11.4 x 17.2;1030
Contoso Adaptador de alimentación USB dual - adaptador de alimentación E300 Negro;Contoso, Ltd;Contoso;Economía;Product0308002;Negro;17.2 x 5.5 x 8.1;1059
Contoso Adaptador de automóvil M90 Negro;Contoso, Ltd;Contoso;Normal;Product0308003;Negro;19.4 x 17.1 x 8.9   ;954
Contoso Kit de periféricos de portátil M69 Negro;Contoso, Ltd;Contoso;Normal;Product0308004;Negro;17.5 x 13.1 x 6.1;835
Contoso Paquete de bloqueo de mouse E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308005;Negro;14.8 x 15.4 x 7.1;809
Contoso Paquete de material de formación E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308006;Negro;17.79 x 15.97 x 8.17 ;966
Contoso Paquete de inicio de equipo portátil M200 Negro;Contoso, Ltd;Contoso;Normal;Product0308007;Negro;17 x 11.7 x 6;922
Contoso Paquete básico de formación M300 Negro;Contoso, Ltd;Contoso;Normal;Product0308008;Negro;20 x 11.9 x 15.8;1069
Contoso Paquete alternativo de escritorio E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308009;Negro;20.8 x 13.2 x 22.2;1193
Contoso Inversor eléctrico - Invierte la alimentación CC a CA E900 Negro;Contoso, Ltd;Contoso;Economía;Product0308010;Negro;19.9 x 9.6 x 10.7  ;1114
Contoso Batería inteligente M901 Negro;Contoso, Ltd;Contoso;Normal;Product0308011;Negro; 17 x 11.7 x 6.1;988
Contoso Ventilador de refrigeración y concentrador para portátil con 4 puertos USB E80 Negro;Contoso, Ltd;Contoso;Economía;Product0308012;Negro;21.5 x 21.2 x 12.5  ;994
Contoso Adaptador de alimentación de portátil para casa u oficina E300 Negro;Contoso, Ltd;Contoso;Economía;Product0308013;Negro;16.5 x 18.5 x 9.3   ;798
Contoso Base de acoplamiento de USB 2.0 M800 Negro;Contoso, Ltd;Contoso;Normal;Product0308014;Negro;22.5 x 15.6 x 9.6;939
Contoso Batería de capacidad mejorada M800 Negro;Contoso, Ltd;Contoso;Normal;Product0308015;Negro;22.5 x 15.6 x 9.6;813
Contoso Compra inteligente del kit de inicio de conectividad M680 Negro;Contoso, Ltd;Contoso;Normal;Product0308016;Negro;13.9 x 6.7 x 17.7;748
Contoso Adaptador de alimentación CA/CC de 90 W E300 Negro;Contoso, Ltd;Contoso;Economía;Product0308017;Negro;20 x 9.6 x 10.7  ;1087
Contoso Reservar lápiz - lápiz de Tablet PC E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308018;Negro;6.7 x 8.2 x 17.5;348
Contoso Adaptador de conexión de vínculo directo de datos USB E600 Negro;Contoso, Ltd;Contoso;Economía;Product0308019;Negro;13.6 x 22.1 x 20.7;1078
Contoso Paquete principal de batería con capacidad ampliada - batería de portátil X100 Negro;Contoso, Ltd;Contoso;Deluxe;Product0308020;Negro;14.2 x 6.7 x 17.7;263
Contoso Kit de accesorios de cámara digital M200 Negro;Contoso, Ltd;Contoso;Normal;Product0308021;Negro;17.2 x 5.5 x 8.1 ;1013
Contoso Estuche de piel - estuche para cámara de fotografía digital X200 Negro;Contoso, Ltd;Contoso;Deluxe;Product0308022;Negro;17.7 x 9.7 x 17.4;634
Contoso Tapa de lente E80 Negro;Contoso, Ltd;Contoso;Economía;Product0308023;Negro;16.1 x 18.1 x 9.3   ;450
Contoso Cargador de batería E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308024;Negro;11 x 13 x 13  ;1072
Contoso Mouse óptico USB E200 Negro;Contoso, Ltd;Contoso;Economía;Product0308025;Negro;17.07 x 15.81 x 8.53 ;1142
Contoso 1 filtro/separador de módem ADSL E100 Negro;Contoso, Ltd;Contoso;Economía;Product0308026;Negro;14 x 6.7 x 17.7;821
Proseware Chandelier M0615 Azul;Proseware, Inc.;Proseware;Normal;Product0806116;Azul;10 x 10 x 16.5;1103
Proseware Lámpara de pared E0215 Azul;Proseware, Inc.;Proseware;Economía;Product0806117;Azul;6.5 x 4 x 9;1097
Proseware Lámpara de pared E0315 Azul;Proseware, Inc.;Proseware;Economía;Product0806118;Azul;8 x 4 x 9;1189
Proseware Lámpara de escritorio E0130 Azul;Proseware, Inc.;Proseware;Economía;Product0806119;Azul;12 x 10.5 x 14 ;871
Proseware Lámpara de escritorio E0120 Azul;Proseware, Inc.;Proseware;Economía;Product0806120;Azul;15.5 x 10.5 x 14 ;1196
Litware Lámpara de planta X1015 Negro;Litware, Inc.;Litware;Deluxe;Product0806121;Negro;20 x 10 x 50.5;265
Litware Lámpara de planta M2015 Negro;Litware, Inc.;Litware;Normal;Product0806122;Negro;10.5 x 10.5 x 14.5;445
Litware Chandelier M8015 Negro;Litware, Inc.;Litware;Normal;Product0806123;Negro;5 x 4 x 6.5;539
Litware Chandelier M6015 Negro;Litware, Inc.;Litware;Normal;Product0806124;Negro;7 x 7 x 16.4;961
Litware Lámpara de pared E2015 Negro;Litware, Inc.;Litware;Economía;Product0806125;Negro;5 x 4 x 6.5;1048
Litware Lámpara de pared E3015 Negro;Litware, Inc.;Litware;Economía;Product0806126;Negro;6 x 6 x 18 ;1062
Litware Lámpara de escritorio E1030 Negro;Litware, Inc.;Litware;Economía;Product0806127;Negro;5 x 4 x 6.5;977
Litware Lámpara de escritorio E1020 Negro;Litware, Inc.;Litware;Economía;Product0806128;Negro;7 x 7 x 16.4;1192
Litware Lámpara de planta X1015 Blanco;Litware, Inc.;Litware;Deluxe;Product0806129;Blanco;5 x 4 x 6.5;393
Litware Lámpara de planta M2015 Blanco;Litware, Inc.;Litware;Normal;Product0806130;Blanco;7 x 7 x 16.4;612
Litware Chandelier M8015 Blanco;Litware, Inc.;Litware;Normal;Product0806131;Blanco;5 x 5 x 7.5 ;532
Litware Chandelier M6015 Blanco;Litware, Inc.;Litware;Normal;Product0806132;Blanco;14 x 5 x 5;937
Litware Lámpara de pared E2015 Blanco;Litware, Inc.;Litware;Economía;Product0806133;Blanco;5 x 4 x 6.5;1113
Litware Lámpara de pared E3015 Blanco;Litware, Inc.;Litware;Economía;Product0806134;Blanco;14 x 5 x 5;904
Litware Lámpara de escritorio E1030 Blanco;Litware, Inc.;Litware;Economía;Product0806135;Blanco;5 x 4 x 6.5;1107
Litware Lámpara de escritorio E1020 Blanco;Litware, Inc.;Litware;Economía;Product0806136;Blanco;14 x 5 x 5;1108
Litware Lámpara de planta X1015 Plata;Litware, Inc.;Litware;Deluxe;Product0806137;Plata;5 x 5 x 7.5 ;457
Litware Lámpara de planta M2015 Plata;Litware, Inc.;Litware;Normal;Product0806138;Plata;10.5 x 10.5 x 14.5;597
Litware Chandelier M8015 Plata;Litware, Inc.;Litware;Normal;Product0806139;Plata;14 x 5 x 5;625
Litware Chandelier M6015 Plata;Litware, Inc.;Litware;Normal;Product0806140;Plata;10.2 x 10.6 x 14.4 ;1096
Litware Lámpara de pared E2015 Plata;Litware, Inc.;Litware;Economía;Product0806141;Plata;10 x 15 x 6;965
Litware Lámpara de pared E3015 Plata;Litware, Inc.;Litware;Economía;Product0806142;Plata;10.2 x 10.6 x 14.4 ;1268
Litware Lámpara de escritorio E1030 Plata;Litware, Inc.;Litware;Economía;Product0806143;Plata;10.2 x 10.2 x 63 ;1132
Litware Lámpara de escritorio E1020 Plata;Litware, Inc.;Litware;Economía;Product0806144;Plata;10.2 x 10.6 x 14.4 ;1009
Litware Lámpara de planta X1015 Gris;Litware, Inc.;Litware;Deluxe;Product0806145;Gris;10 x 15 x 6;423
Litware Lámpara de planta M2015 Gris;Litware, Inc.;Litware;Normal;Product0806146;Gris;10 x 10 x 16.5;512
Litware Chandelier M8015 Gris;Litware, Inc.;Litware;Normal;Product0806147;Gris;6.5 x 4 x 9;460
Litware Chandelier M6015 Gris;Litware, Inc.;Litware;Normal;Product0806148;Gris;8 x 4 x 9;812
Litware Lámpara de pared E2015 Gris;Litware, Inc.;Litware;Economía;Product0806149;Gris;12 x 10.5 x 14 ;926
Litware Lámpara de pared E3015 Gris;Litware, Inc.;Litware;Economía;Product0806150;Gris;15.5 x 10.5 x 14 ;1187
Litware Lámpara de escritorio E1030 Gris;Litware, Inc.;Litware;Economía;Product0806151;Gris;20 x 10 x 50.5;1030
Litware Lámpara de escritorio E1020 Gris;Litware, Inc.;Litware;Economía;Product0806152;Gris;10.5 x 10.5 x 14.5;1147
Litware Lámpara de planta X1015 Azul;Litware, Inc.;Litware;Deluxe;Product0806153;Azul;5 x 4 x 6.5;325
Litware Lámpara de planta M2015 Azul;Litware, Inc.;Litware;Normal;Product0806154;Azul;7 x 7 x 16.4;492
Litware Chandelier M8015 Azul;Litware, Inc.;Litware;Normal;Product0806155;Azul;5 x 4 x 6.5;642
Litware Chandelier M6015 Azul;Litware, Inc.;Litware;Normal;Product0806156;Azul;6 x 6 x 18 ;1007
Litware Lámpara de pared E2015 Azul;Litware, Inc.;Litware;Economía;Product0806157;Azul;5 x 4 x 6.5;1086
Litware Lámpara de pared E3015 Azul;Litware, Inc.;Litware;Economía;Product0806158;Azul;7 x 7 x 16.4;1208
Contoso  Aire acondicionado 25000 BTU L1672 Blanco;Contoso, Ltd;Contoso ;Deluxe;Product0807001;Blanco;19 x 34 x 21 ;899
Contoso  Aire acondicionado 12000 BTU M0640 Blanco;Contoso, Ltd;Contoso ;Normal;Product0807002;Blanco;15.5 x 18.5 x 12.5;682
Contoso  Aire acondicionado 10000 BTU M0490 Blanco;Contoso, Ltd;Contoso ;Normal;Product0807003;Blanco;15 x 25 x 18;642
Contoso  Aire acondicionado 80000 BTU M0320 Blanco;Contoso, Ltd;Contoso ;Normal;Product0807004;Blanco;14 x 26 x 18;969
Contoso  Aire acondicionado 70000 BTU E0260 Blanco;Contoso, Ltd;Contoso ;Normal;Product0807005;Blanco;11.4  x 8.9  x 21.1  ;1146
Contoso  Aire acondicionado 60000 BTU E0180 Blanco;Contoso, Ltd;Contoso ;Economía;Product0807006;Blanco;15 x 25 x 17;1181
Contoso  Aire acondicionado 52000 BTU E0100 Blanco;Contoso, Ltd;Contoso ;Economía;Product0807007;Blanco;14 x 26 x 19;1036
Contoso  Aire acondicionado 25000 BTU L1672 Red;Contoso, Ltd;Contoso ;Deluxe;Product0807008;Red;21.2 x 19 x 14 ;1064
Contoso  Aire acondicionado 12000 BTU M0640 Red;Contoso, Ltd;Contoso ;Normal;Product0807009;Red;21.7 x 20 x 15 ;661
Contoso  Aire acondicionado 10000 BTU M0490 Red;Contoso, Ltd;Contoso ;Normal;Product0807010;Red;21.2 x 19 x 14 ;556
Contoso  Aire acondicionado 80000 BTU M0320 Red;Contoso, Ltd;Contoso ;Normal;Product0807011;Red;12 x 15.5 x 11.8;703
Contoso  Aire acondicionado 70000 BTU E0260 Red;Contoso, Ltd;Contoso ;Normal;Product0807012;Red;14 x 26 x 19;829
Contoso  Aire acondicionado 60000 BTU E0180 Red;Contoso, Ltd;Contoso ;Economía;Product0807013;Red;21.2 x 19 x 14 ;1057
Contoso  Aire acondicionado 52000 BTU E0100 Red;Contoso, Ltd;Contoso ;Economía;Product0807014;Red;21.7 x 20 x 15 ;1095
Contoso  Aire acondicionado 25000 BTU L1672 Plata;Contoso, Ltd;Contoso ;Deluxe;Product0807015;Plata;21.2 x 19 x 14 ;1184
Contoso  Aire acondicionado 12000 BTU M0640 Plata;Contoso, Ltd;Contoso ;Normal;Product0807016;Plata;21.2 x 19 x 14 ;659
Contoso  Aire acondicionado 10000 BTU M0490 Plata;Contoso, Ltd;Contoso ;Normal;Product0807017;Plata;21.7 x 20 x 15 ;577
Contoso  Aire acondicionado 80000 BTU M0320 Plata;Contoso, Ltd;Contoso ;Normal;Product0807018;Plata;21.7 x 20 x 15 ;999
Contoso  Aire acondicionado 70000 BTU E0260 Plata;Contoso, Ltd;Contoso ;Normal;Product0807019;Plata;24.5 x 23.8 x 17.8;1099
Contoso  Aire acondicionado 60000 BTU E0180 Plata;Contoso, Ltd;Contoso ;Economía;Product0807020;Plata;21.2 x 19 x 14.2;1008
Contoso  Aire acondicionado 52000 BTU E0100 Plata;Contoso, Ltd;Contoso ;Economía;Product0807021;Plata;21.7 x 20 x 15.3;1069
Contoso  Aire acondicionado 25000 BTU L1672 Gris;Contoso, Ltd;Contoso ;Deluxe;Product0807022;Gris;21.2 x 19 x 14.2;905
Contoso  Aire acondicionado 12000 BTU M0640 Gris;Contoso, Ltd;Contoso ;Normal;Product0807023;Gris;21.2 x 19 x 14.1;590
Contoso  Aire acondicionado 10000 BTU M0490 Gris;Contoso, Ltd;Contoso ;Normal;Product0807024;Gris;21.7 x 20 x 15.4;520
Contoso  Aire acondicionado 80000 BTU M0320 Gris;Contoso, Ltd;Contoso ;Normal;Product0807025;Gris;21.7 x 20.5 x 15.7;877
Contoso  Aire acondicionado 70000 BTU E0260 Gris;Contoso, Ltd;Contoso ;Normal;Product0807026;Gris;21.2 x 19 x 14.8;822
Contoso  Aire acondicionado 60000 BTU E0180 Gris;Contoso, Ltd;Contoso ;Economía;Product0807027;Gris;21.7 x 20 x 15.5;1019
Contoso  Aire acondicionado 52000 BTU E0100 Gris;Contoso, Ltd;Contoso ;Economía;Product0807028;Gris;21.2 x 19 x 14.2;1087
Contoso  Aire acondicionado 25000 BTU L1672 Azul;Contoso, Ltd;Contoso ;Deluxe;Product0807029;Azul;21.2 x 19 x 14.3;1075
Contoso  Aire acondicionado 12000 BTU M0640 Azul;Contoso, Ltd;Contoso ;Normal;Product0807030;Azul;18 x 34 x 21.5;469
Contoso  Aire acondicionado 10000 BTU M0490 Azul;Contoso, Ltd;Contoso ;Normal;Product0807031;Azul;21.7 x 20 x 15.8;493
Contoso  Aire acondicionado 80000 BTU  M0320 Azul;Contoso, Ltd;Contoso ;Normal;Product0807032;Azul;19  x 20.5  x 3.4  ;1020
Contoso  Aire acondicionado 70000 BTU E0260 Azul;Contoso, Ltd;Contoso ;Normal;Product0807033;Azul;18  x 20.5  x 3.4  ;1021
Contoso  Aire acondicionado 60000 BTU E0180 Azul;Contoso, Ltd;Contoso ;Economía;Product0807034;Azul;21.2 x 19 x 14.1;1245
Contoso  Aire acondicionado 52000 BTU E0100 Azul;Contoso, Ltd;Contoso ;Economía;Product0807035;Azul;21.7 x 20 x 15.4;978
Proseware Aire acondicionado 25000 BTU L167 Blanco;Proseware, Inc.;Proseware;Deluxe;Product0807036;Blanco;25 x 23 x 17;175
Proseware Aire acondicionado 12000 BTU M640 Blanco;Proseware, Inc.;Proseware;Normal;Product0807037;Blanco;24 x 23.8 x 18.8;523
Proseware Aire acondicionado 10000 BTU M490 Blanco;Proseware, Inc.;Proseware;Normal;Product0807038;Blanco;25.4 x 23.3 x 17.9;637
Proseware Aire acondicionado 80000 BTU M320 Blanco;Proseware, Inc.;Proseware;Normal;Product0807039;Blanco;25.1 x 27.8 x 17.2;1105
Proseware Aire acondicionado 70000 BTU E260 Blanco;Proseware, Inc.;Proseware;Normal;Product0807040;Blanco;24.5 x 14.2 x 20.2;889
Proseware Aire acondicionado 60000 BTU E180 Blanco;Proseware, Inc.;Proseware;Economía;Product0807041;Blanco;21.7 x 20 x 15.8;1130
Proseware Aire acondicionado 52000 BTU E100 Blanco;Proseware, Inc.;Proseware;Economía;Product0807042;Blanco;19  x 20.5  x 3.4  ;893
Proseware Aire acondicionado 25000 BTU L167 Red;Proseware, Inc.;Proseware;Deluxe;Product0807043;Red;18  x 20.5  x 3.4  ;153
Proseware Aire acondicionado 12000 BTU M640 Red;Proseware, Inc.;Proseware;Normal;Product0807044;Red;21.2 x 19 x 14.1;344
Proseware Aire acondicionado 10000 BTU M490 Red;Proseware, Inc.;Proseware;Normal;Product0807045;Red;21.7 x 20 x 15.4;558
Proseware Aire acondicionado 80000 BTU M320 Red;Proseware, Inc.;Proseware;Normal;Product0807046;Red;25 x 23 x 17;1245
Proseware Aire acondicionado 70000 BTU E260 Red;Proseware, Inc.;Proseware;Normal;Product0807047;Red;24 x 23.8 x 18.8;996
Proseware Aire acondicionado 60000 BTU E180 Red;Proseware, Inc.;Proseware;Economía;Product0807048;Red;23 x 19 x 15.5;1009
Proseware Aire acondicionado 52000 BTU E100 Red;Proseware, Inc.;Proseware;Economía;Product0807049;Red;24 x 17.5 x 15 ;1004
Proseware Aire acondicionado 25000 BTU L167 Plata;Proseware, Inc.;Proseware;Deluxe;Product0807050;Plata;25 x 23 x 17;157
Proseware Aire acondicionado 12000 BTU M640 Plata;Proseware, Inc.;Proseware;Normal;Product0807051;Plata;24 x 23.8 x 18.8;466
Proseware Aire acondicionado 10000 BTU M490 Plata;Proseware, Inc.;Proseware;Normal;Product0807052;Plata;23 x 19 x 15.5;531
Proseware Aire acondicionado 80000 BTU M320 Plata;Proseware, Inc.;Proseware;Normal;Product0807053;Plata;24 x 17.5 x 15 ;925
